seed,method,lambda,node_id,capacity_dual
2,LP,0.0,18,0.0006317371613594361
2,LP,0.0,19,0.0
2,LP,0.0,20,0.0005810878822377079
2,LP,0.0,21,0.0
2,LP,0.0,22,0.0
2,LP,0.0,23,0.0
2,LP,0.0,24,0.0
2,LP,0.0,25,0.0
2,LP,0.0,26,0.0
2,LP,0.0,27,0.0
2,LP,0.0,28,0.0
2,LP,0.0,29,0.0
2,LP,0.0,30,0.0
2,LP,0.0,31,0.0
2,LP,0.0,32,0.0
2,LP,0.0,33,0.0
2,LP,0.0,34,0.0
2,LP,0.0,35,0.0
2,LP,0.0,36,0.0
2,LP,0.0,37,0.0
2,LP,0.0,38,0.0
2,LP,0.0,39,0.0
2,LP,0.0,40,0.0
2,LP,0.0,41,0.0
2,LP,0.0,42,0.0
2,LP,0.0,43,0.0
2,LP,0.0,44,0.0
2,LP,0.0,45,0.0
2,LP,0.0,46,0.0
2,LP,0.0,47,0.0
2,LP,0.0,48,0.0
2,LP,0.0,49,0.0
2,LP,0.0,50,0.0
2,LP,0.0,51,0.0
2,LP,0.0,52,0.0
2,LP,0.0,53,0.0
2,LP,0.2222222222222222,0,0.0
2,LP,0.2222222222222222,1,0.0
2,LP,0.2222222222222222,2,0.0
2,LP,0.2222222222222222,3,0.0
2,LP,0.2222222222222222,4,0.0
2,LP,0.2222222222222222,5,0.0001120424318024172
2,LP,0.2222222222222222,6,0.0
2,LP,0.2222222222222222,7,0.0
2,LP,0.2222222222222222,8,0.002973691390726671
2,LP,0.2222222222222222,9,0.0
2,LP,0.2222222222222222,10,0.00292690861179804
2,LP,0.2222222222222222,11,0.0
2,LP,0.2222222222222222,12,0.0
2,LP,0.2222222222222222,13,0.0
2,LP,0.2222222222222222,14,0.0
2,LP,0.2222222222222222,15,0.0
2,LP,0.2222222222222222,16,0.0
2,LP,0.2222222222222222,17,0.0
2,LP,0.2222222222222222,18,0.0007564862785766511
2,LP,0.2222222222222222,19,0.0
2,LP,0.2222222222222222,20,0.000405818404586722
2,LP,0.2222222222222222,21,0.0
2,LP,0.2222222222222222,22,0.0
2,LP,0.2222222222222222,23,0.0
